"path","artifact_type","status","scope"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/CONTEXT_MEMORY_STEWARD_V1.md","markdown","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/HQ_ESCALATION_ROLE_AWARE_EXAMPLES_V1.md","markdown","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/main_bot_decision_authority_matrix.csv","csv","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/MAIN_BOT_DECISION_AUTHORITY_V1.md","markdown","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/NEXT_STEPS_AFTER_ROLE_FOUNDATION_V1.md","markdown","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/PARALLEL_LANE_COORDINATOR_DRY_RUN_V1.md","markdown","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/PROJECT_MAIN_BOT_MISSION_INTAKE_ADAPTER_V1.md","markdown","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/reuse_map/existing_component_reuse_map.csv","csv","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/reuse_map/REUSE_DECISION_REPORT.md","markdown","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/ROLE_AWARE_MISSION_SCHEMA_EXTENSION_V1.md","markdown","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/TRANSLATOR_HELPER_CONTRACT_V1.md","markdown","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/worker_mission_template_index.csv","csv","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/worker_role_registry_v1.csv","csv","created_or_changed","project_main_bot_worker_role_foundation_v1"
"docs/hq/project_main_bot_worker_role_foundation_overnight_v1/WORKER_ROLE_REGISTRY_V1.md","markdown","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/main-bot-decision-authority.v1.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/parallel-lane-coordinator-policy.v1.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/project-context-capsule.schema.v1.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/role-aware-mission-extension.v1.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/translator-helper-contract.v1.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/ai_builder_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/auditor_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/builder_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/chatgpt_api_hq_escalation_judge.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/context_memory_steward.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/documentation_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/export_creator_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/organizer_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/parallel_lane_coordinator.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/project_main_bot.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/refactor_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/release_preservation_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/researcher_source_tracer_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/stats_data_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/tester_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/translator_helper_bot.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/ui_builder_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-mission-templates/v1/verifier_worker.mission-template.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-permission-profiles.v1.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"fleet/control/worker-role-registry.v1.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/hq_escalation_examples/ambiguous_yellow.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/hq_escalation_examples/architecture_switch.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/hq_escalation_examples/conflicting_worker_reports.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/hq_escalation_examples/repeated_blocker.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/hq_escalation_examples/source_truth_ranking_model_promotion.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/hq_escalation_examples/unsafe_expansion_request.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/parallel_lane_plans/parallel-plan.collision.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/parallel_lane_plans/parallel-plan.valid.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/sample_project_context_capsule.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/translator_examples/ambiguous_hq_request.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/translator_examples/audit_request.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/translator_examples/cleanup_request.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/translator_examples/overnight_request.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/translator_examples/simple_build_request.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/fixtures/fleet/project-main-bot/translator_examples/unsafe_push_request.json","json","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tests/run-project-main-bot-role-foundation-tests.ps1","powershell","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tools/New-TsfProjectMainBotMissionDraft.ps1","powershell","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tools/Test-TsfParallelLanePlan.ps1","powershell","created_or_changed","project_main_bot_worker_role_foundation_v1"
"tools/Test-TsfWorkerRolePermission.ps1","powershell","created_or_changed","project_main_bot_worker_role_foundation_v1"
